"ph","Hardness","Solids","Chloramines","Sulfate","Conductivity","Organic_carbon","Trihalomethanes","Turbidity","Potability"
9.043096,181.56667,8273.592,6.7010417,NULL,372.5512,9.762361,65.21634,4.008499,0.0
8.523062,201.60849,24207.299,7.220716,NULL,436.62598,15.740639,63.3105,5.112376,0.0
NULL,183.46486,19998.86,7.151889,337.53952,294.8468,10.088668,66.299164,4.18332,0.0
NULL,193.40027,30630.76,6.873568,342.19324,430.3956,17.446817,49.88365,2.9130485,0.0
4.0290527,203.38686,42327.168,8.550483,279.67526,503.73242,13.758836,46.384064,4.179656,0.0
6.412707,204.3581,32333.842,5.2040844,345.7175,389.2153,11.14504,91.204865,5.014145,0.0
6.276295,184.95206,28653.473,6.519435,335.25778,470.4297,11.198483,NULL,4.342759,0.0
7.648878,188.50697,22510.975,8.6172085,NULL,393.29355,12.854519,73.3135,4.9535336,0.0
5.548182,204.2599,39997.785,7.027226,319.20294,431.97244,15.400396,41.952293,3.9454606,0.0
NULL,216.67561,17870.314,6.6133866,338.41592,438.1321,15.44149,83.272736,2.60496,0.0
7.468617,240.3453,36701.973,4.5364127,339.22134,453.21136,16.106516,67.9525,3.3841789,0.0
NULL,179.14944,21051.365,8.887846,296.94907,418.2698,18.800516,92.096,3.7647035,0.0
7.9181504,214.18661,23823.492,7.290878,341.1733,411.42447,19.585001,25.057375,4.028958,0.0
NULL,191.76425,10830.801,6.3628893,NULL,492.20032,17.291645,43.272545,4.2667756,0.0
NULL,181.37465,14579.822,5.435058,NULL,308.7925,9.545092,60.214645,4.1617494,0.0
5.4332423,201.78125,31157.11,7.286392,304.42526,451.5572,10.842095,87.63401,3.6757176,0.0
8.339512,202.20163,21295.75,5.618116,NULL,428.95032,15.491387,81.31532,4.8277044,0.0
6.715719,195.1906,19966.744,7.7446957,354.20892,411.7955,17.32308,67.98174,2.443008,0.0
6.098012,211.45401,39352.777,6.212191,NULL,488.14133,11.791841,46.92804,4.5906167,0.0
6.576845,156.22177,12772.096,9.759897,341.7494,418.97247,10.382253,78.30518,3.7713134,0.0
4.681099,220.47612,38748.41,4.652514,306.4512,442.53052,10.94127,NULL,4.1257505,0.0
8.151216,219.56004,13699.681,3.8044283,NULL,460.52875,14.951295,79.63426,3.5239806,0.0
NULL,226.54836,13584.49,4.1906962,374.15762,335.3782,9.147436,82.86493,2.364559,0.0
NULL,220.83603,27319.568,4.5071015,329.9972,463.96518,13.986735,NULL,5.6665473,0.0
5.6696897,194.13007,20081.537,6.778104,NULL,403.98993,18.284807,NULL,3.5921335,0.0
6.6249437,185.41093,16360.566,9.472845,320.8465,458.92398,12.488007,40.959972,3.5466964,0.0
8.2736435,188.16075,11120.701,7.410891,346.31976,344.15497,15.314879,89.44685,3.3315837,0.0
NULL,241.89551,25717.936,4.239997,369.54114,474.93747,15.306063,48.37421,4.306218,0.0
NULL,221.62006,11954.701,6.657053,NULL,391.2387,12.961432,NULL,3.2820613,0.0
10.509668,213.87688,16786.926,6.6242204,NULL,411.21698,16.59093,67.745514,3.5050788,0.0
5.171434,207.28053,44612.75,7.2879252,300.25427,552.9076,12.723724,52.237736,2.9494314,0.0
6.964198,193.75328,27408.5,10.184605,307.69452,302.94043,15.889649,78.07674,2.3956833,0.0
6.5487967,205.16817,13584.9,3.777648,NULL,327.96735,15.627515,51.850365,4.197305,0.0
6.5554395,195.15797,15405.496,2.7508373,NULL,436.27808,10.855263,NULL,3.79204,0.0
9.0425825,221.32019,14149.5,5.325853,366.6684,377.85797,13.008443,87.896164,4.34844,0.0
5.9705787,202.74551,19952.309,7.872038,311.18817,412.0389,18.632141,73.166336,5.0132813,0.0
6.2738056,191.8504,15130.154,5.1127505,349.94952,538.20374,12.383597,52.097687,4.5104055,0.0
6.604008,212.97847,23564.58,6.6082053,325.35385,430.33276,14.352904,33.40305,4.4589667,0.0
7.143942,153.23636,11553.039,8.444687,329.40445,278.48328,11.266886,81.718414,3.7928402,0.0
8.1164465,208.68915,23985.865,7.5138702,346.4238,436.29056,9.612293,67.38116,2.9346974,0.0
7.665188,209.99725,22993.729,5.5439014,343.49423,417.73898,7.7506065,63.551823,2.7071292,0.0
5.555353,154.30069,20503.43,9.644997,313.4703,355.20697,18.46869,75.14036,4.5361457,0.0
7.5439315,192.23454,24227.96,7.2413435,336.15106,369.4277,18.188873,70.58851,3.7031913,1.0
NULL,218.57355,11724.623,7.565407,296.43054,452.7277,14.665704,51.261826,3.5613978,1.0
7.340171,210.1188,12810.423,8.867293,309.6616,412.70657,12.389229,73.51332,3.9191396,1.0
10.015189,210.12672,9064.036,7.1984324,363.56183,324.64792,10.213058,92.64389,3.8465476,1.0
NULL,188.74356,19037.463,6.034236,NULL,388.06586,15.149068,78.49942,2.7236505,1.0
7.846463,233.97658,6670.659,6.8445263,NULL,545.31067,16.536217,67.48409,3.885624,1.0
NULL,155.67578,52060.227,2.5775552,365.08096,323.00104,14.166602,48.254307,2.000757,1.0
6.3341627,197.48233,23460.822,6.121464,303.55032,399.56378,18.822216,62.222874,4.03883,1.0
9.616096,221.75981,12538.974,9.089531,NULL,441.881,13.808375,NULL,2.9466436,1.0
NULL,186.59526,29496.91,8.117747,378.4305,616.17523,14.96278,65.444565,2.4752846,1.0
8.892999,224.07819,22960.18,8.982037,274.68945,466.24548,9.693049,59.577213,3.6191328,1.0
NULL,195.83658,14563.683,9.315977,NULL,289.66058,9.184401,49.54012,3.9570117,1.0
8.14143,211.79427,15494.359,9.450414,NULL,363.12936,15.40339,54.490734,4.350922,1.0
8.165715,203.41933,16925.012,5.574342,337.25232,527.91254,18.361435,60.393547,3.9201164,1.0
4.9319587,164.66676,31155.541,7.4114833,383.78262,506.5314,14.980034,69.24923,5.045983,1.0
8.977822,198.99629,20225.643,7.569518,352.68585,492.09784,19.621923,64.17723,3.1999996,1.0
7.372612,220.38716,17606.885,9.426339,274.20682,551.1452,14.826442,67.30542,3.182521,1.0
9.10733,202.51471,24678.33,5.5759063,334.71735,467.11075,12.937328,46.935253,4.49214,1.0
4.1682487,164.35129,23863.717,8.59382,NULL,547.46686,13.843493,71.04674,2.8045251,1.0
7.806909,216.47318,21299.318,6.217597,NULL,524.0797,13.895631,83.146996,5.127911,1.0
6.7046356,230.76694,9727.762,5.9436946,223.23581,405.76157,12.826509,74.3852,3.4221785,1.0
3.6231658,156.89891,26738.525,5.023143,388.75226,388.75262,17.196012,63.56487,5.3702054,1.0
7.966857,186.35336,21440.738,7.8324738,393.76706,461.35623,13.91387,86.12181,5.115431,1.0
4.5956078,204.85966,13891.038,6.3713446,NULL,631.8221,11.420911,70.449005,3.9789197,1.0
NULL,204.66905,12874.444,5.0711646,324.7013,402.6193,16.642479,64.84675,4.0589423,1.0
3.9944975,179.4542,18682.277,6.4647927,331.14563,538.175,13.916821,NULL,3.3791473,1.0
8.907987,202.46121,33653.76,5.4318786,330.82712,426.18655,18.759903,79.37062,4.6412587,1.0
5.8987265,198.31001,21148.242,9.1249,326.25427,312.38858,13.042948,74.311615,4.899815,1.0
9.5146265,215.72552,16553.562,7.5478597,321.7762,453.9185,9.640241,57.86542,2.6450365,1.0
8.8424635,229.96442,7839.319,10.50881,278.42825,370.08514,15.7909775,77.16662,4.576729,1.0
7.7210784,208.4386,17248.62,7.68537,286.40353,269.01364,11.757348,56.88453,3.223951,1.0
9.089421,208.91472,32238.078,6.895014,321.08047,449.25998,12.514641,89.21307,4.430116,1.0
1.7570372,147.58183,41538.242,7.728177,376.01294,428.44482,10.828696,65.00584,2.967554,1.0
7.725192,213.95132,20461.76,5.3403187,NULL,338.21426,17.032467,58.58746,4.1633253,1.0
6.7291913,178.49364,31991.959,5.6329403,NULL,341.77478,14.805199,64.12916,5.112254,1.0
5.085429,173.56596,33455.242,6.033247,351.27127,507.47626,17.795958,62.466137,3.9617307,1.0
9.545271,212.04639,25189.83,6.203869,316.56732,498.26697,20.05152,52.901127,4.9839034,1.0
NULL,182.53398,20049.242,8.480468,330.12787,328.70096,12.332288,79.78478,3.693511,1.0
6.246264,163.21803,26408.88,6.0296707,429.0223,509.95688,23.569645,19.175175,5.0444546,1.0
7.376449,168.75,37191.113,4.184943,NULL,439.31287,15.900985,63.334896,5.7673545,1.0
7.802426,232.67027,14382.902,7.626923,NULL,413.29218,15.495604,42.002083,4.3635297,1.0
8.596767,202.34319,15173.471,7.248625,373.65332,315.47906,15.008675,76.87967,3.238693,1.0
6.4364443,192.99567,19579.389,7.6408744,314.92273,379.67535,12.897049,75.839134,3.4158514,1.0
7.3334775,233.72136,16066.552,8.181988,224.21251,401.73932,15.313978,81.842064,4.7726626,1.0
6.144759,210.97975,19981.314,9.203614,271.0971,332.5981,17.187963,79.63424,3.0820806,1.0
4.725998,175.99149,34265.832,5.9233956,324.87073,441.9452,12.636086,NULL,3.6446066,1.0
5.393346,172.55026,28099.04,5.7896686,372.62195,505.54236,17.530704,67.27387,4.633855,1.0
5.62482,215.82288,9028.761,9.256098,274.2923,340.6484,10.680673,72.48745,4.3554893,1.0
5.768868,184.395,31155.988,8.392834,356.5527,380.0968,10.43034,100.23167,3.0926263,1.0
NULL,195.87463,17749.299,7.5567503,NULL,512.45447,15.485275,54.132656,2.7756355,1.0
5.2513537,167.92433,34768.934,4.0230813,377.1435,315.5361,10.429159,70.59338,4.0722523,1.0
7.688786,209.18562,29568.535,9.817336,294.34772,355.6986,13.918769,71.68154,3.918673,1.0
3.6810763,144.26527,26726.771,6.095283,NULL,564.18384,13.651105,92.2991,3.8930705,1.0
4.8976917,169.23576,14676.716,8.318607,NULL,437.5387,16.219141,81.94781,3.8944643,1.0
5.8427544,202.04477,13969.262,6.643918,290.79596,475.14294,18.189838,77.93111,4.4903927,1.0
NULL,193.41014,14472.392,5.640672,322.67447,431.45734,12.721922,92.75885,4.414819,1.0
5.0383167,170.36046,25866.104,7.40375,NULL,350.39102,13.270279,65.331635,3.9136958,1.0
9.961247,220.0382,11939.77,8.428754,337.4836,398.68094,14.792585,60.991844,3.246583,1.0
7.4175024,198.70566,24389.363,4.7906814,289.33136,366.37073,18.41518,87.99622,3.3912406,1.0
NULL,160.32597,37795.76,9.152225,390.2766,441.9861,16.45099,21.355276,4.44198,1.0
5.099932,189.66594,21807.4,4.368152,NULL,334.5123,14.732291,49.98568,5.1593013,1.0
3.6331627,179.35057,28584.176,5.2463818,292.44052,500.86603,8.956402,77.360985,3.3495717,1.0
8.860451,193.7431,24085.111,6.1831093,NULL,526.7049,9.901328,81.33934,4.6777134,1.0
10.137932,242.00572,15088.828,8.67779,NULL,596.3464,14.971199,62.365826,3.872018,1.0
9.900815,199.08376,16233.135,8.146644,380.11304,345.01987,20.386719,73.381485,2.3950021,1.0
10.268431,218.21669,13753.993,7.512608,334.17807,341.6022,15.671563,84.68266,4.3046894,1.0
0.22749905,152.5301,39028.598,3.462492,283.6938,443.02924,13.201943,62.322712,3.5457413,1.0
6.017261,206.0144,15157.269,7.5821238,307.70447,431.78198,14.221757,53.319977,4.4277124,1.0
7.110845,213.88634,25043.533,6.048437,245.95425,505.73553,16.38314,91.68102,5.712792,1.0
6.3502903,190.38374,14905.394,5.5378304,NULL,446.8406,13.983566,67.81709,4.265233,1.0
8.129342,211.1233,22982.928,6.7790055,326.39795,367.98877,13.9109335,55.795357,4.8220434,1.0
10.252816,218.2797,18158.842,8.657342,349.52957,336.19882,19.442598,82.85827,4.5598364,1.0
5.462356,187.70953,11642.149,8.439641,NULL,534.66394,8.129792,74.603714,4.4861803,1.0
9.23944,212.56908,14829.624,7.17292,324.1289,575.422,16.58112,66.88527,3.471971,1.0
7.0713143,213.61963,20038.797,7.602252,290.05722,605.30505,8.7139635,58.41346,4.2937264,1.0
7.1158953,193.70674,18463.883,4.924389,319.05695,369.53403,14.841579,54.437492,3.7360206,1.0
8.2389965,199.59454,25046.799,9.28802,350.836,328.3634,18.74323,54.416965,3.0899239,1.0
6.446252,204.25357,11104.251,7.648613,NULL,418.04123,16.625628,NULL,4.976958,1.0
6.1617794,202.75697,12229.647,11.523598,324.04803,344.3657,14.685926,47.803192,4.003547,1.0
6.7721567,196.9001,13790.296,9.575053,NULL,347.58838,17.705727,68.379814,3.827256,1.0
7.0618453,211.09169,11300.238,8.86636,299.93808,353.51044,16.895754,67.57711,3.9582486,1.0
4.6382504,182.41962,34261.984,6.1977158,307.45847,439.1177,7.7608523,NULL,4.124538,1.0
7.678967,205.47992,7472.5063,7.1818686,NULL,395.23578,7.9181504,76.37831,3.7189815,1.0
8.137713,178.71663,33786.715,9.101885,NULL,481.07355,12.273181,95.90529,2.7438667,1.0
7.4813976,186.07477,13781.78,4.649254,377.34436,323.77286,11.687124,66.29165,4.039976,1.0
8.082149,185.93242,28407.66,7.6054206,381.76187,402.65802,12.8306465,86.97972,3.3734846,1.0
NULL,210.62737,27983.18,5.9472127,NULL,436.84406,16.127527,64.56404,4.2903934,1.0
7.7021832,192.13753,18126.031,9.15458,364.19122,646.7326,14.376337,90.527534,4.382159,1.0
6.750761,207.2545,23642.992,7.6910124,293.78305,446.69693,6.000391,30.900816,2.7777262,1.0
NULL,219.70605,22387.316,7.308501,316.973,327.28955,12.785265,80.757866,4.649365,1.0
6.323942,185.99242,23234.79,5.8929625,347.23682,401.3049,13.263282,60.47403,3.5750105,1.0
5.4038835,199.01668,11571.422,6.285434,NULL,377.43076,11.859075,74.01205,3.1899424,1.0
5.6998734,159.43561,31977.371,5.2499743,NULL,501.74323,8.008012,55.870247,2.416402,1.0
7.6942644,184.8363,22673.035,5.701063,NULL,439.63303,8.857705,64.97557,5.707193,1.0
8.581429,186.60162,20590.713,3.924183,366.1319,384.3057,9.999398,66.69397,3.3884482,1.0
9.888942,220.63882,19892.389,7.9864564,326.07657,460.81244,14.9291725,59.602806,3.7501636,1.0
3.4264503,154.71173,21839.695,4.9657226,NULL,437.37717,14.68935,56.490078,5.978054,1.0
8.3704405,231.44255,15063.815,12.279374,NULL,422.29382,15.027087,67.503006,3.2106354,1.0
NULL,204.85219,13286.156,9.093843,332.84555,365.68753,8.589895,76.30637,4.2685246,1.0
8.390501,215.29552,27032.143,6.553958,282.85947,443.4456,12.841611,46.36822,4.150359,1.0
7.5819445,193.28647,21675.684,9.821499,381.93076,414.81097,16.109169,92.609085,4.833346,1.0
9.850055,208.74023,35289.24,8.35011,337.20975,462.4802,10.105146,50.886005,4.5218363,1.0
5.2256837,185.05045,16276.398,6.6170974,NULL,394.63486,7.8178115,89.05259,3.695747,1.0
9.663653,233.48727,13213.578,10.149937,293.07465,326.7778,10.439619,62.45537,4.7419443,1.0
NULL,158.76295,26210.115,4.0887628,NULL,354.84705,16.00671,85.33805,5.0101633,1.0
7.9356074,207.01685,19657.844,8.604505,312.3436,358.849,21.228127,63.77183,3.6196508,1.0
8.928143,197.64853,27884.434,8.968576,NULL,317.53268,21.497866,73.01113,4.1111016,1.0
6.920343,207.82137,16689.799,10.031146,286.41385,481.95587,9.771896,78.29502,3.2662134,1.0
10.538098,200.13983,13867.244,7.365015,409.44672,340.80884,17.073124,72.73064,3.8230927,1.0
5.729303,162.85759,34573.68,5.654856,415.28708,297.63138,13.990842,76.744675,3.5563948,1.0
5.3356886,178.64012,37993.184,9.772522,343.25836,465.07278,14.834257,65.32653,3.9219763,1.0
NULL,177.17403,38977.332,5.4771614,402.4994,484.17294,12.300107,61.569477,3.2615917,1.0
6.769835,177.17326,34596.0,2.8660731,369.533,389.5163,17.268074,64.86861,3.6557896,1.0
6.8483295,195.45148,15908.642,6.2413487,319.2647,404.20486,18.937338,75.39279,3.732202,1.0
NULL,231.15982,12856.729,6.9770184,344.44772,392.5169,13.217222,80.95646,3.3082943,1.0
NULL,205.08879,27064.418,7.398379,304.92648,409.50183,18.521791,61.486107,4.5995727,1.0
NULL,155.86438,28224.773,8.366723,392.58258,421.34375,18.778696,52.640594,4.93019,1.0
8.589202,233.72798,7263.0566,6.9533076,268.97134,258.88022,8.986363,41.93044,4.0414457,1.0
8.473649,182.9972,36412.49,6.1446657,NULL,414.30804,14.255356,56.735188,3.4878163,1.0
7.5913463,199.25533,25383.766,7.9246163,318.61047,416.44562,20.118828,48.27121,4.51515,1.0
8.137768,203.86186,24172.703,6.8440175,305.83258,470.83627,19.232962,30.708422,5.0038257,1.0
5.352566,150.49521,27795.732,5.4640574,445.9384,422.42252,16.14451,78.37485,4.779187,1.0
7.9980903,241.00027,9609.74,9.842346,229.57556,428.88235,14.990567,39.84238,2.6265469,1.0
11.898078,228.13268,8296.551,9.899636,346.64975,500.16922,15.486862,63.52946,3.0249684,1.0
7.4425364,180.85909,18223.027,8.57725,405.32,564.79346,14.768336,57.757553,2.1911385,1.0
5.1408005,209.35857,21407.615,4.415976,230.55586,378.8972,2.2,86.73722,4.1922574,1.0
NULL,242.41342,9783.369,6.4001517,211.8516,351.99734,10.407257,69.90949,4.626701,1.0
6.9479156,219.59439,10337.542,10.414781,NULL,453.15195,14.2137985,61.1503,3.6850793,1.0
9.622106,182.90973,30307.217,5.6570044,422.44568,573.3305,17.699718,45.906784,3.9755719,1.0
5.361212,171.31554,24709.729,4.1848907,366.81497,490.65875,15.122672,33.119614,1.812529,1.0
4.909519,186.1907,13652.602,9.318248,NULL,460.5667,12.159457,89.83021,3.7855067,1.0
6.3764086,182.12103,33046.727,5.3515334,362.35214,350.23633,7.592516,66.22568,5.4040456,1.0
3.9401255,163.17165,25911.322,4.1385403,371.9672,487.9852,17.751705,63.612404,3.4780047,1.0
6.916826,210.86044,29263.555,6.011611,252.23132,392.3636,12.89221,77.07978,4.5986223,1.0
9.146558,226.09343,6787.485,9.241763,319.02582,459.56903,14.1104765,80.571144,3.210882,1.0
10.2684145,225.07422,14694.421,6.7228427,300.76376,353.63092,13.553797,64.01295,5.1998644,1.0
8.787668,232.46263,7035.134,9.306449,NULL,415.62488,12.051416,NULL,3.4899457,1.0
7.3687687,213.19702,18452.023,8.292445,294.34485,496.27084,10.545092,94.837746,3.8138812,1.0
9.352719,207.46516,23558.555,6.504916,346.51654,420.5946,10.986683,NULL,3.3982642,1.0
9.393148,215.05136,20592.26,10.089538,331.33875,447.07446,10.778632,54.426968,4.665681,1.0
7.2965727,197.64696,22535.086,9.288199,323.44907,353.0629,6.039669,82.53617,4.6791687,1.0
8.900865,211.30681,9592.151,8.863273,348.4378,333.77533,18.26795,68.33317,4.5187507,1.0
8.1072445,228.17186,18364.832,6.185948,246.94261,369.9032,14.613422,101.351524,4.688271,1.0
7.804369,216.67387,14160.687,6.0601435,281.356,468.21252,15.147547,62.860626,4.0755568,1.0
4.666148,171.2887,35680.066,4.8943734,314.61386,501.90286,14.210625,56.910255,4.556864,1.0
10.905076,207.00484,16099.152,8.186479,369.68387,575.309,17.556879,80.74985,3.7202644,1.0
4.7395487,162.24689,27215.902,2.8625355,372.81506,437.2176,15.130477,65.09129,2.9423482,1.0
9.869232,223.77266,29549.658,7.7169228,281.1185,356.18192,14.202664,84.01359,4.73685,1.0
NULL,182.58223,19575.475,10.048383,424.689,383.49097,19.482944,76.634796,4.329204,1.0
5.8275414,191.00493,25863.344,4.8238316,316.0255,370.3573,18.361858,48.658108,3.1791286,1.0
0.9899122,133.21693,16922.854,9.293288,444.37573,322.2912,10.430077,43.578465,5.160604,1.0
NULL,235.24059,10443.797,7.605519,NULL,319.84293,8.2865505,80.54035,3.9005084,1.0
9.485833,218.73824,15357.833,8.534458,315.8314,429.62222,15.621139,64.82603,3.22113,1.0
6.435723,214.72467,9363.854,9.997623,273.46313,508.3452,12.92587,71.42859,4.925339,1.0
6.365497,205.05653,7040.738,11.302832,325.32855,371.57962,16.352858,74.31259,5.1254168,1.0
NULL,202.47516,23828.207,5.5316844,409.28622,414.61765,13.797656,59.521664,5.2663674,1.0
5.4522147,199.22847,14446.8125,7.6891904,298.31842,469.13196,14.020508,95.30624,5.1905336,1.0
NULL,215.96658,21852.438,7.457515,283.75583,364.70108,11.38321,76.5388,5.0763626,1.0
5.4334664,177.82831,31421.732,4.584134,347.09735,490.28467,16.066439,58.4167,2.871196,1.0
7.3747754,217.69864,12285.892,10.038245,NULL,358.98325,16.293716,93.78438,3.5922647,1.0
NULL,175.70856,25954.031,6.229322,346.22507,379.29065,13.63691,50.590767,2.9513958,0.0
5.226942,177.31961,28398.555,6.2945175,336.2929,328.38742,18.463095,62.0759,2.2595503,0.0
4.594209,185.63286,27981.092,6.761683,354.78522,380.72327,13.983833,74.57691,4.91791,0.0
6.784133,212.44234,12827.621,7.4036417,NULL,328.03357,10.861775,89.577034,5.035823,0.0
6.400256,172.299,15936.247,4.935998,340.39294,435.4056,11.075622,58.365993,4.561494,0.0
6.839416,166.86697,28508.639,7.2388287,NULL,460.766,11.378738,73.46513,2.8545265,0.0
6.9018636,164.72348,20442.615,5.1639314,341.53708,468.41635,10.362622,65.69488,4.0479074,0.0
NULL,191.55481,22462.113,8.186258,NULL,349.95453,17.247307,76.7678,5.260301,0.0
7.8888435,228.48839,15824.789,8.388945,314.8433,423.66272,17.630362,56.42021,3.630524,0.0
5.5276337,218.51892,22095.637,6.4362884,NULL,412.8676,12.640136,44.32864,4.591137,0.0
6.492403,234.9145,18607.213,8.620697,302.13132,442.10422,14.116823,65.63676,4.3833947,0.0
6.6846995,193.84093,34157.184,9.8765745,344.5354,498.064,8.818756,66.659355,4.0306597,0.0
NULL,196.33467,24108.127,7.8431435,352.6239,428.7706,10.287673,73.44593,5.0346828,0.0
6.2236776,238.08421,22423.496,9.336774,NULL,474.66534,14.027766,80.77428,3.919575,0.0
4.7586484,203.53783,23603.064,7.6671286,324.08432,288.91245,18.064957,85.916664,4.405509,0.0
7.440825,183.36272,17259.852,4.6102448,335.62643,452.9953,9.700907,80.53706,2.4963427,0.0
8.054886,200.94348,12642.066,7.3098216,334.44208,446.74844,14.94908,71.20204,3.5140977,0.0
7.061831,215.94632,24991.766,9.138391,321.47336,431.42468,12.950444,64.02559,4.2990184,0.0
NULL,214.73782,12666.005,7.0926914,302.49176,319.42307,15.433834,92.69394,5.0058784,0.0
7.61161,222.25227,25063.684,8.561124,287.94812,505.26547,18.273756,68.39542,2.8732612,0.0
4.691438,200.8894,32182.262,8.57165,364.7468,516.8516,12.404439,85.02623,2.7307923,0.0
8.06417,209.83934,8712.003,8.59151,355.44373,338.84814,18.721312,106.243065,3.2460773,0.0
4.292967,212.80864,30434.27,8.630313,333.48254,382.92236,15.779922,39.775513,2.8049235,0.0
7.865757,184.91292,16147.002,7.3213434,NULL,505.91287,11.092842,88.04899,3.7386184,0.0
9.085637,238.22197,9001.659,9.8202305,325.10486,381.3466,19.19574,98.49082,2.5440202,0.0
6.5924425,242.48047,9381.24,7.3031836,312.8144,440.60114,14.027297,70.92988,3.0608273,0.0
7.032819,168.82239,29370.264,5.3905935,NULL,521.7809,21.11925,58.876766,3.6333733,0.0
8.990317,195.80902,23728.295,7.508305,348.7146,551.5404,15.254392,75.90787,4.4945445,0.0
8.561219,205.36684,16686.312,8.159299,NULL,347.84097,18.893137,68.08987,2.8138885,0.0
6.7391577,156.48276,30950.682,6.54309,363.17963,425.28885,11.653458,70.36705,5.214484,0.0
NULL,209.42683,20827.984,6.591371,313.8747,567.6041,17.95485,40.140152,4.238253,0.0
6.492627,213.06538,34314.086,9.041146,335.29193,313.25473,11.135312,70.82911,3.3787785,0.0
6.7531285,191.983,18222.932,3.9209738,296.19662,389.74246,9.689143,92.21961,5.1025167,0.0
5.0393734,142.8606,40829.35,7.2715425,NULL,386.80307,16.823772,52.29711,4.95742,0.0
8.296344,198.19705,17469.0,8.262904,369.59073,294.32513,18.026098,44.061626,5.4008107,0.0
5.4555993,152.38673,37620.25,5.78358,NULL,343.4176,14.401654,41.10987,4.476349,0.0
7.9181833,224.15201,20012.174,9.008726,302.39362,421.89008,22.187849,72.72787,4.7641935,0.0
5.018046,194.66817,27317.1,6.1554837,NULL,313.47797,10.407478,85.68527,5.035154,0.0
6.495435,252.01091,32775.633,8.479302,NULL,330.04504,9.854012,80.56108,3.3904705,0.0
NULL,203.05025,28184.9,7.0766335,344.52417,445.70078,19.775368,53.270153,4.4561043,0.0
8.783168,218.03284,16183.587,7.3904743,334.0539,389.0216,16.35452,47.100983,4.274137,0.0
NULL,184.7507,28499.107,6.550031,330.71954,381.50162,11.044405,62.014824,3.4032695,0.0
8.159667,215.64822,17068.299,8.769622,319.2532,459.54117,14.192544,60.373722,2.9571948,0.0
7.6853967,230.33571,7324.7017,7.9913664,331.51254,492.8504,14.233952,74.06866,4.1791873,0.0
7.7620206,173.63675,15548.417,5.018671,330.391,520.64075,11.147704,87.48151,3.2563014,0.0
7.207931,204.01035,18493.873,5.5578637,311.56824,437.51205,12.994596,31.39045,4.705562,0.0
6.9870415,169.72711,19472.625,5.0176983,366.01892,425.67096,17.314682,48.8822,4.475161,0.0
4.6921964,221.54778,24211.63,9.36325,307.714,406.55167,12.618252,60.003147,4.009006,0.0
NULL,219.72571,9840.783,8.513655,309.83875,396.80566,12.428763,71.625496,3.1834354,0.0
4.0594316,200.38309,25770.006,8.34213,NULL,414.15784,11.084834,NULL,4.330322,0.0
8.389946,213.66568,17674.707,8.348815,NULL,471.36987,19.301249,70.82951,3.5697174,0.0
10.695533,220.45108,10571.7705,6.5214224,295.9761,414.25607,14.7748,58.73593,4.154845,0.0
6.791697,175.89435,21467.951,7.101224,349.4922,427.23975,12.556983,55.25391,2.8173914,0.0
9.953952,232.949,3773.2812,9.97985,NULL,339.88303,18.34359,82.449005,4.052905,0.0
NULL,218.9864,9836.401,7.0646725,328.7243,386.34525,15.547963,57.328117,3.8372567,0.0
4.489784,188.25194,14906.048,8.486031,374.22693,518.58527,11.226578,65.18276,3.7762256,0.0
8.020869,175.87367,21759.363,7.487278,352.98312,428.66095,4.9668617,72.30522,3.4421213,0.0
5.0900354,174.26636,34094.06,6.7419095,376.6636,526.3611,17.107563,48.546257,4.8388624,0.0
6.4668746,214.33727,14848.13,7.054938,304.57324,304.95636,12.180826,NULL,3.4081688,0.0
6.702496,208.55379,29057.229,7.029491,302.74496,361.94775,10.614582,53.879738,4.267953,0.0
5.7662044,179.57265,27700.121,6.1989374,NULL,536.2687,12.828121,90.00677,4.4720182,0.0
6.5710993,207.74103,23372.883,6.280195,313.847,497.9023,12.874805,75.41671,4.555949,0.0
8.50922,200.30435,10587.305,6.392545,307.39896,585.22266,11.79899,63.827568,2.5198915,0.0
5.953982,186.45708,32241.08,8.439681,347.71317,416.091,14.6389265,68.90775,4.0719166,0.0
5.4031963,185.64352,27509.893,8.257587,NULL,587.37866,10.024039,63.3975,3.871463,0.0
5.59693,162.72467,23930.375,7.4565563,NULL,535.33954,19.174738,54.966316,3.5067647,0.0
10.63291,198.378,12958.748,7.1354966,322.62326,522.0279,16.722195,71.77602,3.7224548,0.0
4.916819,162.45679,22829.123,4.0244555,360.59045,541.77234,11.580141,NULL,3.8367033,0.0
7.183096,200.36816,13501.678,7.9820967,358.33185,617.5409,11.176548,71.536835,3.8065395,0.0
5.9234414,167.6586,25951.555,6.296103,350.382,471.8575,15.770464,53.32181,4.1073637,0.0
7.3770366,175.00827,15340.952,6.144845,371.01053,579.46185,11.91574,78.17917,4.5316586,0.0
7.833496,220.95743,28338.982,9.370849,316.2744,462.14243,15.333005,57.033524,5.58083,0.0
4.7457643,186.30313,33153.812,8.840473,370.16785,296.9641,14.784313,48.451374,3.6991463,0.0
9.055826,196.4759,20226.287,5.8385944,298.80356,342.3594,12.813634,84.27922,5.456913,0.0
5.492156,176.27141,26422.098,8.072933,366.64478,500.93878,7.609798,59.396786,3.2941294,0.0
4.4875174,199.0514,36860.47,9.751561,338.04944,390.56696,8.12347,75.668785,2.7657223,0.0
7.0271854,185.3207,30988.973,8.600477,327.46268,326.26907,9.98201,52.716587,5.3530436,0.0
